t	pop	birthrate
1880.12500000002	3379440.81982385	0.0180040492969639
1910.56249999999	3381507.1364116	0.0182638612600018
1940.99999999996	3383531.75236865	0.0185588142708015
1971.43750000002	3385442.93888401	0.0188809994418595
2001.87499999999	3387168.96714666	0.0192225078856695
2032.31249999996	3388638.10834561	0.0195754307147279
2062.75000000002	3389778.63366985	0.0199318590415311
2093.18749999999	3390518.81430838	0.0202838839785727
2123.62499999996	3390786.9214502	0.0206235966383492
2154.06250000002	3390511.22628431	0.020943088133357
2184.49999999999	3389619.99999971	0.0212344495760897
2214.93749999996	3388072.29817768	0.0214910017867529
2245.37500000002	3385950.31396867	0.0217109844163877
2275.81249999999	3383367.02491546	0.0218938668237423
2306.24999999996	3380435.40856077	0.0220391183675671
2336.68750000002	3377268.44244736	0.0221462084066118
2367.12499999999	3373979.10411799	0.0222146062996254
2397.56249999996	3370680.3711154	0.0222437814053579
2428.00000000002	3367485.22098232	0.0222332030825586
2458.43749999999	3364506.63126154	0.0221823406899773
2488.87499999996	3361857.57949577	0.0220906635863635
2519.31250000002	3359651.04322779	0.0219576411304663
2549.74999999999	3358000.00000033	0.0217827426810361
2580.18749999996	3356982.91360384	0.0215665866224753
2610.62500000002	3356540.1928195	0.0213143874417982
2641.06249999999	3356577.73267622	0.0210325086516747
2671.49999999996	3357001.42820286	0.0207273137647724
2701.93750000002	3357717.17442833	0.0204051662937588
2732.37499999999	3358630.86638149	0.0200724297513039
2762.81249999996	3359648.39909124	0.0197354676500753
2793.25000000002	3360675.66758646	0.0194006435027402
2823.68749999999	3361618.56689604	0.019074320821969
2854.12499999996	3362382.99204886	0.0187628631204291
2884.56250000002	3362874.83807381	0.0184726339107879
2914.99999999999	3362999.99999977	0.0182099967057154
2945.43749999996	3362688.30435222	0.0179797093978194
2975.87500000002	3361965.30364294	0.0177801073994685
3006.31249999999	3360880.48188033	0.0176079205029735
3036.74999999996	3359483.32307277	0.0174598785006432
3067.18750000002	3357823.31122864	0.0173327111847868
3097.62499999999	3355949.93035633	0.0172231483477145
3128.06249999996	3353912.66446422	0.0171279197817354
3158.50000000002	3351760.99756069	0.0170437552791588
3188.93749999999	3349544.41365413	0.0169673846322947
3219.37499999996	3347312.39675293	0.0168955376334522
3249.81250000002	3345114.43086546	0.0168249440749408
3280.24999999999	3343000.00000011	0.0167523337490703
3310.68749999996	3341006.92454235	0.0166751872217034
3341.12500000002	3339126.370386	0.0165939881529159
3371.56249999999	3337337.83980198	0.0165099709763379
3401.99999999996	3335620.83506118	0.0164243701255987
3432.43750000002	3333954.85843451	0.0163384200343276
3462.87499999999	3332319.4121929	0.0162533551361545
3493.31249999996	3330693.99860723	0.0161704098647088
3523.75000000002	3329058.11994842	0.0160908186536198
3554.18749999999	3327391.27848738	0.0160158159365174
3584.62499999996	3325672.97649502	0.0159466361470309
3615.06250000002	3323882.71624223	0.0158845137187896
3645.49999999999	3321999.99999994	0.0158306830854236
3675.93749999996	3320010.27062672	0.0157859850728221
3706.37500000002	3317922.73333176	0.0157496860759152
3736.81249999999	3315752.53391196	0.015720658881893
3767.24999999996	3313514.81816419	0.0156977762779457
3797.68750000002	3311224.73188531	0.0156799110512632
3828.12499999999	3308897.42087222	0.0156659359890359
3858.56249999996	3306548.03092178	0.0156547238784536
3889.00000000002	3304191.70783087	0.0156451475067066
3919.43749999999	3301843.59739636	0.015636079660985
3949.87499999996	3299518.84541514	0.0156263931284788
3980.31250000002	3297232.59768406	0.0156149606963781
4010.74999999999	3295000.00000003	0.0156006551518732
4041.18749999996	3292833.35869142	0.015582639894688
4071.62500000002	3290733.62221276	0.0155612407746828
4102.06249999999	3288698.89955006	0.015537074254252
4132.49999999996	3286727.29968938	0.0155107567957897
4162.93750000002	3284816.93161673	0.0154829048616901
4193.37499999999	3282965.90431816	0.0154541349143476
4223.81249999996	3281172.32677968	0.0154250634161565
4254.25000000002	3279434.30798735	0.0153963068295109
4284.68749999999	3277749.95692718	0.0153684816168052
4315.12499999996	3276117.38258522	0.0153422042404335
4345.56250000002	3274534.69394748	0.0153180911627902
4375.99999999999	3273000.00000002	0.0152967588462696
4406.43749999996	3271509.2344225	0.0152786914051834
4436.87500000002	3270049.62966916	0.0152638435615143
4467.31249999999	3268606.24288789	0.0152520376891624
4497.74999999996	3267164.13122656	0.015243096162028
4528.18750000002	3265708.35183306	0.0152368413540112
4558.62499999999	3264223.96185528	0.0152330956390122
4589.06249999996	3262696.01844109	0.0152316813909312
4619.50000000002	3261109.57873838	0.0152324209836683
4649.93749999999	3259449.69989503	0.0152351367911238
4680.37499999996	3257701.43905892	0.0152396511871979
4710.81250000002	3255849.85337793	0.0152457865457907
4741.24999999999	3253879.99999995	0.0152533652408024
4771.68749999996	3251782.3888038	0.0152621420550236
4802.12500000002	3249569.34059209	0.0152716014068071
4832.56249999999	3247258.62889837	0.0152811601233959
4862.99999999996	3244868.02725619	0.015290235032033
4893.43750000002	3242415.30919909	0.0152982429599616
4923.87499999999	3239918.24826063	0.0153046007344247
4954.31249999996	3237394.61797436	0.0153087251826655
4984.75000000002	3234862.19187382	0.015310033131927
5015.18749999999	3232338.74349257	0.0153079414094523
5045.62499999996	3229842.04636416	0.0153018668424845
5076.06250000002	3227389.87402212	0.0152912262582667
5106.49999999999	3225000.00000002	0.015275436484042
5136.93749999996	3222688.08536213	0.015254290303104
5167.37500000002	3220461.34129564	0.015229084322949
5197.81249999999	3218324.86651848	0.015201491107124
5228.24999999996	3216283.75974856	0.0151731832191756
5258.68750000002	3214343.11970379	0.0151458332226507
5289.12499999999	3212508.0451021	0.0151211136810963
5319.56249999996	3210783.63466141	0.0151006971580591
5350.00000000002	3209174.98709963	0.015086256217086
5380.43749999999	3207687.20113469	0.0150794634217238
5410.87499999996	3206325.3754845	0.0150819913355193
5441.31250000002	3205094.60886698	0.0150955125220196
5471.74999999999	3204000.00000005	0.0151216995447712
5502.18749999996	3203041.51974777	0.0151615925126885
5532.62500000002	3202198.62755878	0.0152137017161556
5563.06249999999	3201445.65502785	0.0152759049909234
5593.49999999996	3200756.93374975	0.0153460801727433
5623.93750000002	3200106.79531925	0.0154221050973669
5654.37499999999	3199469.57133114	0.015501857600545
5684.81249999996	3198819.59338019	0.0155832155180291
5715.25000000002	3198131.19306117	0.0156640566855707
5745.68749999999	3197378.70196886	0.0157422589389207
5776.12499999996	3196536.45169802	0.0158157001138305
5806.56250000002	3195578.77384344	0.0158822580460517
5836.99999999999	3194479.99999989	0.0159398105713351
5867.43749999996	3193225.47685056	0.0159868435343536
5897.87500000002	3191844.61143223	0.0160242748154647
5928.31249999999	3190377.82587012	0.0160536303039473
5958.74999999996	3188865.54228944	0.0160764358890804
5989.18750000002	3187348.18281538	0.0160942174601429
6019.62499999999	3185866.16957318	0.0161085009064137
6050.06249999996	3184459.92468801	0.0161208121171717
6080.50000000002	3183169.8702851	0.0161326769816958
6110.93749999999	3182036.42848965	0.0161456213892649
6141.37499999996	3181100.02142687	0.016161171229158
6171.81250000002	3180401.07122196	0.016180852390654
6202.24999999999	3179980.00000014	0.0162061907630317
6232.68749999996	3179862.4466924	0.016238298103887
6263.12500000002	3180014.91745289	0.0162766296440834
6293.56249999999	3180389.13524157	0.0163202264828009
6323.99999999996	3180936.82301839	0.0163681297192198
6354.43750000002	3181609.7037433	0.0164193804525206
6384.87499999999	3182359.50037624	0.0164730197818832
6415.31249999996	3183137.93587717	0.016528088806488
6445.75000000002	3183896.73320604	0.0165836286255154
6476.18749999999	3184587.61532279	0.0166386803381455
6506.62499999996	3185162.30518738	0.0166922850435585
6537.06250000002	3185572.52575975	0.0167434838409349
6567.49999999999	3185769.99999986	0.0167913178294546
6597.93749999996	3185720.85906535	0.0168351011550158
6628.37500000002	3185448.86690463	0.0168752401503874
6658.81249999999	3184992.19566381	0.0169124141950558
6689.24999999996	3184389.017489	0.0169473026685076
6719.68750000002	3183677.50452632	0.0169805849502295
6750.12499999999	3182895.82892186	0.0170129404197078
6780.56249999996	3182082.16282175	0.0170450484564293
6811.00000000002	3181274.67837208	0.0170775884398805
6841.43749999999	3180511.54771897	0.0171112397495479
6871.87499999996	3179830.94300853	0.017146681764918
6902.31250000002	3179271.03638687	0.0171845938654776
6932.74999999999	3178870.00000009	0.0172256554307131
6963.18749999996	3178656.89482366	0.0172703995043378
6993.62500000002	3178624.33715051	0.0173187737869721
7024.06249999999	3178755.83210291	0.017370579643463
7054.49999999996	3179034.88480313	0.0174256184386576
7084.93750000002	3179445.00037346	0.0174836915374031
7115.37499999999	3179969.68393617	0.0175446003045463
7145.81249999996	3180592.44061354	0.0176081461049344
7176.25000000002	3181296.77552784	0.0176741303034148
7206.68749999999	3182066.19380136	0.017742354264834
7237.12499999996	3182884.20055637	0.0178126193540395
7267.56250000002	3183734.30091515	0.0178847269358783
7297.99999999999	3184599.99999997	0.0179584783751973
